# earthquakes Jan Baur (2005) from Hi-CLIMB. CMT format
#lon     lat     depth  str1   dip1    slip1    str2   dip2    slip2  mantis exp   lonp     latp     id
95.605   29.573   24	   82.6   88       67.5   347.9   22.6    174.8   4.97   24   95.905   29.573	  J1
83.633   30.714   10	  344.9   79.4    -94.9   189.7   11.6    -65.6   6.03	23   83.633   30.714	  J2
95.515   29.773   23	  311.3   76.5    160.2    46.1   70.8     14.3   3.73	23   95.215   30.073	  J3
88.118   30.175    5	  351.5   74.9    -92     178.9   15.3    -86.8   1.68	23   88.118   30.175	  J4
80.496   30.680   53   256     50.2   -124.6   123.1   50.8    -55.7	  7.38   22   80.496   30.680	  J5
85.931   27.739   14   301.5   15.8    101.6   109.4   74.5     86.7   1.17	23   85.731   27.539	  J6
83.767   28.202   21    70.6   82.4     80.5   302.2   12.1    140.9   2.10  	21   83.967   28.202	  J7
83.767   28.277   16   149.0    4.5    -25.8   264.7   88.0    -94.0   5.56  	21   83.567   28.277	  J8
