87.988525 27.982953 70.0625 2.45 10.680116651670117 
86.918877 26.972991 46.859375 2.97 3.904351516304932 
87.964433 26.073941 50.5625 3.03 6.899383813263356 
88.097964 28.359378 70.0625 2.59 6.144616855809046 
90.095444 27.186411 53.09375 1.25 8.705004591769034 
89.667941 27.001559 74.5625 2.0 9.71432267978202 
90.211328 27.915734 73.0625 1.6 9.851035670673028 
85.24302 27.263713 55.25 2.09 9.653704245533705 
90.150074 26.974672 70.0625 2.13 9.015064028210647 
89.403592 28.557673 68.28125 3.0 6.789993838924771 
89.423653 27.092305 59.65625 1.04 8.329012473348712 
87.882284 27.910693 70.015625 2.62 4.932477330864736 
85.795937 28.144278 49.0625 1.0 8.420518207595677 
89.778865 26.453727 44.65625 2.84 6.99172306876133 
87.170823 28.04177 44.703125 2.31 4.257382291235648 
84.666923 29.680227 79.90625 4.51 6.001869290030392 
87.754885 28.046811 70.15625 1.34 8.218478754271022 
87.977644 27.912373 70.15625 1.75 5.402323164839937 
89.719269 29.639895 108.03125 3.07 9.000359035408028 
88.702298 26.134438 74.75 2.5 10.802678861895998 
87.910335 27.856918 70.015625 1.89 5.407707128271155 
89.676654 26.507502 45.03125 1.86 5.05977864966467 
89.768565 26.534389 54.21875 2.31 7.460994058877986 
86.510791 28.739164 54.03125 1.77 8.75008939194557 
89.431698 28.890406 108.125 2.9 8.837632763896702 
89.370619 26.006722 109.8125 1.0 7.810451945591966 
87.924437 27.915734 70.0625 1.71 4.861744488569896 
88.296139 27.088944 76.625 0.81 9.140734081891262 
88.128187 27.872042 70.15625 1.81 6.7204886046418 
84.837471 27.025086 59.09375 3.9 6.083127175561245 
88.200841 27.798102 70.15625 2.86 6.053390985465534 
85.766219 28.324088 41.796875 1.93 4.612979153726583 
91.463968 27.357819 96.875 4.11 7.715865320412528 
90.96351 26.934341 57.6875 3.04 9.826773181057955 
89.76163 26.544472 78.6875 2.84 9.315732932380676 
88.295544 29.535706 69.875 2.19 10.553408784181022 
87.828494 27.986314 64.34375 2.35 7.707966137059255 
90.208819 26.947784 49.4375 1.0 10.109491662883226 
90.567654 27.337653 49.8125 3.04 9.230458277370204 
87.85384 28.54423 82.71875 1.03 8.953962366688005 
87.907837 28.053533 70.15625 1.33 9.626333615375582 
89.30506 27.001559 50.9375 3.21 8.903776170416883 
88.175915 29.918853 55.8125 1.65 10.837354433595682 
86.100604 28.376183 50.65625 0.97 8.232657134032037 
87.08623 29.878522 88.8125 1.28 9.8579335973404 
87.830374 28.534147 102.3125 0.94 10.887521059823523 
87.511082 28.238384 56.1875 1.0 10.675357114779931 
87.268183 28.377863 67.578125 1.49 5.009862473931185 
88.196729 30.019681 60.125 1.22 10.178999193516484 
85.164247 28.072018 44.609375 2.36 4.977006257140626 
83.950074 28.460206 108.125 1.98 9.276400007746242 
84.006181 28.718998 70.15625 1.53 8.566383035728855 
89.670592 29.723919 108.125 2.75 8.32541941601594 
87.607653 26.154603 59.1875 2.72 6.526942048835153 
83.0154 28.977791 70.0625 2.44 8.13767218720448 
83.804524 28.463567 61.90625 2.22 6.722632607390961 
88.749463 27.515783 49.90625 2.01 6.073013255690669 
83.003834 28.532466 64.109375 3.79 5.465587301760843 
85.571783 27.714078 52.0625 1.26 9.262879281681604 
84.825476 28.127473 47.46875 2.37 3.3982840434670396 
87.787522 27.922456 81.875 2.56 6.136786920303607 
87.771507 27.991355 70.015625 2.6 5.088906674921699 
85.33239 28.947542 71.65625 2.9 4.9649929943122215 
87.956816 27.873723 70.015625 3.26 5.569820144534875 
85.949212 26.742767 48.40625 1.54 7.9984468073512955 
83.70329 28.218219 93.875 1.65 10.402268833748648 
90.221227 28.063616 50.9375 1.2 9.932951805693746 
83.866373 28.530786 36.78125 1.68 6.841042767378941 
83.852237 28.678667 57.96875 2.51 6.831682566539155 
83.906477 28.735803 57.6875 1.99 8.599438390071649 
85.49545 28.685389 57.03125 2.74 4.651648593708832 
86.214728 28.352656 67.625 1.36 10.967356322273476 
86.519657 28.660182 70.015625 3.58 4.77100972457166 
83.852292 28.685389 57.59375 1.89 7.540598078123743 
85.147214 28.174527 43.34375 3.35 2.4958214798096683 
86.737551 28.201414 44.09375 2.74 5.019753018443544 
90.293142 27.885486 82.34375 1.2 10.425293532588068 
88.001931 27.777936 70.15625 3.14 7.0132162031583976 
83.789854 28.550952 46.15625 1.7 7.459546010466802 
86.722378 27.539309 52.0625 2.17 7.927640503104038 
88.043274 27.848516 70.0625 2.66 8.157215963817562 
87.876177 27.944302 70.015625 3.25 5.69855128047704 
83.015522 29.784416 109.8125 2.87 9.216964820882277 
83.003831 28.468609 53.609375 4.03 3.962979640687298 
86.76965 28.460206 56.375 1.64 9.904619535326898 
83.722295 28.762691 68.5625 1.0 10.445450711884925 
83.153591 28.702194 62.375 1.0 8.938604324440107 
87.853871 27.872042 70.15625 3.35 7.215263033961185 
83.703467 28.245106 88.625 1.55 10.750732964740441 
87.986662 27.942622 70.0625 2.1 6.522860086744639 
86.946752 28.483733 62.65625 3.65 6.23995481651626 
86.586906 28.606407 70.015625 4.34 4.620756866328465 
86.577633 28.559354 70.015625 2.97 5.072130543896507 
87.974864 27.851877 70.15625 2.0 7.720330551528163 
86.917054 28.093864 59.84375 2.03 6.969137304482102 
85.40629 29.145837 109.25 1.97 10.578563746029738 
87.145417 27.273795 52.90625 2.29 7.245255213028042 
83.003842 28.764371 59.328125 2.74 4.539311079445297 
86.814241 27.668705 65.984375 2.22 4.452075198739444 
86.118092 28.450123 67.34375 1.82 5.311612325365016 
83.007684 28.75933 57.78125 1.67 8.31423284442336 
83.015362 28.722359 64.8125 2.84 7.063552558447769 
87.18358 27.878764 52.90625 2.14 5.5481915848920345 
85.409211 28.94082 79.15625 3.46 4.49699762808577 
85.347633 28.94082 68.09375 3.69 5.73171386841554 
83.19999 28.870241 60.6875 2.77 7.346089445468493 
87.246825 28.322408 70.15625 3.11 5.947416460594041 
86.593545 28.576159 70.015625 2.79 5.187917206560582 
86.602693 28.507259 70.0625 2.45 6.880946181841306 
85.288172 27.976231 54.875 1.0 10.378009008179676 
85.237646 28.11403 53.84375 1.76 5.083423191555151 
85.75033 29.320606 90.875 2.57 10.35112379604909 
86.798316 27.095666 103.0625 3.48 10.313369173537597 
86.782049 27.062056 97.625 1.97 10.424526388956572 
86.642679 28.776134 73.0625 3.42 10.642920378144455 
85.828407 28.503898 62.09375 3.65 6.957493355779239 
