88.806443 26.416756 72.125 3.58 7.848699929480763 
83.03083 29.078619 69.875 4.15 9.792199568920314 
89.073894 26.638578 58.8125 1.88 9.41361133240855 
89.905966 26.188212 44.75 2.58 9.510770762663332 
88.079156 30.154119 70.625 1.7 10.685125201671914 
86.288534 28.755969 40.625 1.46 7.881909030029771 
91.730627 26.692353 65.9375 2.51 8.753147481337425 
90.539122 26.228544 59.375 2.8 9.719748492271535 
90.157373 26.003361 57.96875 3.01 9.622140162831908 
89.998012 30.298639 49.53125 2.28 8.12485478034998 
90.446008 26.063858 44.09375 2.6 8.953294002805817 
90.029218 30.298639 52.53125 2.9 8.944138853438739 
90.362469 26.047053 52.8125 2.7 9.096525110079952 
89.974368 30.295278 40.8125 1.8 10.603004825685419 
90.592187 26.120994 49.625 2.24 9.718577856226387 
90.843145 26.504141 50.5625 2.45 9.663015656854443 
91.062096 27.875403 56.1875 2.42 10.627355911168475 
91.004954 26.013444 69.875 1.0 9.466193837434854 
89.951406 26.194934 46.4375 3.4 8.80307180458049 
89.659067 29.313884 109.8125 1.56 9.522835068843106 
87.824591 27.727522 61.0625 1.81 10.373326355645672 
90.959526 26.006722 47.9375 2.45 9.484839109340284 
90.290044 27.035169 66.125 2.99 9.354688024027345 
84.810541 28.147639 44.09375 2.79 5.060850888854271 
89.88951 26.416756 39.875 2.53 9.510557109698814 
88.957585 28.806383 55.71875 2.6 8.344523541722594 
89.9762 30.211255 45.21875 2.5 8.86368469399465 
91.049465 26.006722 50.1875 2.63 8.879923519228258 
91.25932 26.006722 49.4375 3.39 8.699899680384735 
92.664023 27.028447 52.0625 3.73 9.32623864325045 
88.127555 29.885244 44.375 0.71 10.319869007727583 
89.646257 30.288556 64.625 1.57 10.692956099372145 
84.363961 27.872042 48.03125 1.93 5.639622254962314 
84.145025 28.772773 55.15625 2.22 8.888368999253418 
88.24163 29.986072 40.0625 1.95 9.584132320229065 
89.827748 26.389869 41.375 2.48 9.60942498925449 
84.298422 29.360937 44.75 2.21 10.25560984412603 
89.700392 26.006722 49.0625 1.0 8.361158660947517 
83.628635 28.520703 47.5625 2.14 8.665434003084743 
89.795298 26.349538 70.25 1.0 8.771830626988454 
86.922357 28.65178 63.03125 2.36 6.849376054203937 
86.788593 28.561034 51.6875 1.68 9.83993736574242 
91.172229 26.685631 50.375 1.0 9.963447731896473 
89.174916 29.861717 93.59375 3.91 7.249134553612679 
88.85123 26.410034 47.9375 3.38 7.966544213583247 
88.866613 26.416756 46.625 2.98 5.577893880999166 
83.477705 29.045009 50.9375 1.77 7.724828597107311 
87.2428 28.413153 71.5625 1.33 7.998385926965605 
88.941217 29.323967 92.28125 2.78 7.71558047525306 
85.850962 29.602925 78.5 1.76 10.049468305273473 
89.335255 29.818025 108.5 2.3 10.2553325799291 
86.087907 26.850317 61.53125 2.22 9.828532338849271 
88.051556 28.18797 51.96875 3.71 8.36943912196729 
87.806784 28.352656 70.625 1.82 7.289914776496301 
85.551341 30.006238 58.25 2.37 10.54796064876278 
84.499227 26.026888 50.75 2.37 10.681599507665661 
89.5888 26.941063 56.75 2.36 9.670912518219177 
87.904626 27.814906 60.875 1.28 9.309573027186849 
87.54683 28.537508 70.15625 2.78 7.959461484858028 
87.22291 28.490455 60.40625 2.88 7.159247309086579 
87.924271 28.245106 54.875 2.42 8.852744666096964 
87.79652 27.781297 53.9375 2.35 8.497597767825942 
86.836778 28.409792 57.78125 1.89 9.2194186107417 
87.159176 27.438481 50.375 2.49 10.336802728087811 
87.162222 27.519144 50.375 2.04 10.55464895194312 
87.29815 27.498978 91.0625 3.06 10.308344736957185 
88.014133 28.204775 60.5 1.88 10.850595501871702 
87.537834 27.418316 39.6875 2.15 10.923142605227097 
86.564508 27.119192 45.40625 2.06 10.622291151647817 
