#EVID      lat         lon       depth[km]  erLat[m] erLon[m] erdep[m]   yy mm dd hh mi sec     Mlv T    RMS GAP MDist Nob
201309033  25.518678   90.718952    20.062    2475.8   3227.4  13780.1 2013 09 24 15 58 09.747  2.9 T  0.112 311 162.2   8
201309034  27.029993   89.092771    31.117    3028.2   2156.1   2998.7 2013 09 24 17 06 35.823  2.4 T  0.054 300  44.8  10
201309035  27.227405   92.427380     0.141    3588.0   2496.1   8624.6 2013 09 24 18 31 54.335  2.6 T  0.167 322  81.9  12
201309036  26.998865   89.324833    19.398    4960.5   1049.1   6952.3 2013 09 25 17 22 46.875  2.6 T  0.064 273  23.2   9
201309037  26.186278   90.472358    25.727     532.3   1410.4   3126.9 2013 09 25 19 28 01.759  4.4 T  0.115 114  97.6  36
201309038  27.097162   89.072605    29.398    2349.5    799.1   2326.3 2013 09 25 20 54 35.005  3.2 T  0.085 286  46.2  18
201309039  25.875823   93.532799    12.406   38254.7  26243.4  20373.8 2013 09 28 19 50 46.324  4.8 T  0.108 305 170.8  17
201309040  27.059891   89.162074    27.348    1708.7    722.4   1529.4 2013 09 30 09 12 32.030  3.1 T  0.103 279  37.5  20
201310002  26.584380   89.590173    25.023    1116.8   2115.8   2104.1 2013 10 01 06 31 26.952  2.9 T  0.204 280  30.8  11
201310003  25.742304   91.189973    25.023    2906.4   1514.7   7119.5 2013 10 01 14 45 54.109  3.3 T  0.177 216  69.6  15
201310004  25.915142   93.446380     9.906   28973.6  22120.2  21684.2 2013 10 02 21 32 49.253  3.1 T  0.145 306 163.2   9
201310005  27.347819   88.709726    26.977    3905.2   2050.9   1723.3 2013 10 03 06 12 41.172  5.4 T  0.199 202  82.2  32
201310006  26.762953   89.385081    16.820    3131.5   1898.4   3787.1 2013 10 03 11 48 28.461  2.5 T  0.090 308  21.2  11
201310007  25.482636   90.887666    21.469    4091.4   5674.7  25681.8 2013 10 03 13 18 54.450  3.2 T  0.182 297 173.1  11
201310008  27.110268   89.124892    29.477    2911.3   1084.1   2998.3 2013 10 04 06 42 15.717  2.8 T  0.047 280  41.1  13
201310009  26.522945   92.530759    34.516    9290.2   2154.0  24061.9 2013 10 04 20 42 18.703  3.1 T  0.101 257 107.2  13
201310010  26.333723   92.896223    41.273    5708.0   2150.9   5491.8 2013 10 05 10 24 17.565  3.7 T  0.090 279 133.5   9
201310011  26.819473   92.577350    57.094    8714.1   4846.8  26110.8 2013 10 05 18 02 22.673  2.5 T  0.040 331 103.4   8
201310012  25.986407   90.379456    33.383     738.6   1311.7   4380.5 2013 10 07 07 51 46.782  3.8 T  0.138 212 116.2  28
201310013  26.365670   92.774834    42.328    6998.1   3074.6   2792.3 2013 10 07 20 54 02.664  4.5 T  0.183 249 126.8  32
201310014  25.444955   91.015451    18.109    3728.8   2442.5   9555.2 2013 10 08 08 29 47.815  3.2 T  0.137 300 158.2  13
201310015  27.090609   89.141695    28.461    3665.5   1478.5   3712.7 2013 10 09 03 01 46.575  2.6 T  0.042 286  39.4   9
201310016  27.573083   93.234610    43.969    3070.2   6149.6  24973.2 2013 10 10 00 29 32.033  3.6 T  0.103 336 164.9   8
201310017  26.526221   91.349800    36.547    8519.3   3362.3   7124.8 2013 10 10 17 59 22.098  1.8 T  0.054 325  34.1  10
201310019  26.020811   90.289178    31.352     668.4   1803.1   2972.5 2013 10 13 19 55 25.681  4.5 T  0.151 123 110.7  41
201310020  26.399664   90.920189    28.402     570.3    764.8   3824.7 2013 10 13 22 02 51.648  3.0 T  0.238 156  72.8  28
201310021  27.291298   92.187913    45.844   15716.5   4077.4  21181.4 2013 10 14 07 55 37.646  2.5 T  0.114 313  61.2   9
201310022  25.511306   90.752975    22.758    1050.6   2171.9   5693.7 2013 10 14 13 39 42.389  3.3 T  0.154 296 161.4  15
201310023  25.628443   90.705525    43.734    3229.2   4600.0  18818.6 2013 10 15 20 46 40.128  2.6 T  0.179 245 115.5  10
201310024  27.750017   92.961362    -3.844    5462.6   6121.9  16146.0 2013 10 16 07 02 40.978  3.9 T  0.163 333 142.2   8
201310026  27.614449   89.808485    19.379    1231.3   1178.9   1743.9 2013 10 20 13 34 54.215  1.8 T  0.041 124   2.4  11
201310027  27.016067   91.775512     5.844    3297.0    865.1   6574.9 2013 10 22 05 44 05.259  2.5 T  0.087 264  24.8  10
201310028  27.007876   91.778178     8.422    3206.1   1057.0   6248.7 2013 10 22 22 37 16.501  1.8 T  0.056 274  24.9  11
201310029  25.804558   92.940013    32.055    8205.8   3371.4   2981.6 2013 10 23 15 30 10.479  4.2 T  0.215 292 111.3  21
201310030  26.728958   90.137242    17.660     474.6   1007.8   1935.3 2013 10 25 15 15 11.868  3.4 T  0.291 157  30.8  25
201310031  27.170066   88.976378    25.062   22487.8   3354.5   8241.7 2013 10 25 20 30 19.166  2.7 T  0.037 297  56.4   9
201310032  25.509668   90.785646    22.758    1148.6   1778.9   5549.9 2013 10 26 08 46 32.071  3.7 T  0.226 234 107.5  15
201310033  26.919409   89.203017    23.734    2787.8   1033.5   2842.2 2013 10 26 14 22 36.978  2.4 T  0.075 294  35.0  13
201310034  27.163922   89.459133    35.512    2512.0    746.0   1514.2 2013 10 27 09 23 31.619  2.2 T  0.068 217  11.7  12
201310035  27.199964   90.319458    20.551     589.0   1073.5   2090.5 2013 10 27 14 58 09.103  2.3 T  0.103 114  25.6  12
201310037  27.282493   91.277054    16.537     413.6    476.8    943.1 2013 10 29 18 09 12.516  4.9 T  0.135  54  12.4  45
201310038  27.287203   91.276741    13.227     897.6   1005.0   6250.2 2013 10 29 18 16 03.357  1.2 T  0.022 128  12.8   7
201310039  27.285974   91.280189    13.871     739.7    694.5   3384.2 2013 10 29 18 24 04.048  1.8 T  0.040  80  12.9  13
201310040  27.284336   91.280178    13.285     878.8    845.9   3517.3 2013 10 29 19 08 57.540  1.0 T  0.034 125  12.7  10
201310041  27.288431   91.273293    13.598     760.0    804.0   2366.0 2013 10 29 20 28 38.148  1.2 T  0.030 130  12.7   9
201310042  27.286793   91.278812    13.793     545.3    633.2   1796.1 2013 10 29 22 36 31.466  1.5 T  0.055  81  12.9  13
201310043  27.283926   91.282248    13.930    1169.2   1884.5   7197.6 2013 10 30 00 27 02.979  1.6 T  0.029 127  12.8   6
201310044  27.282697   91.278784    13.637     735.9    767.1   2037.3 2013 10 30 10 34 57.859  2.0 T  0.019 175  12.5  14
201310045  27.286998   91.275703    15.170     530.8    546.0   1534.7 2013 10 30 17 21 02.344  3.2 T  0.121  58  12.7  37
201310046  27.289251   91.277447    14.887     699.4    717.7   2085.6 2013 10 30 19 38 12.929  2.7 T  0.075  81  13.0  17
201310047  27.287203   91.276741    13.383    1317.9   2022.7   5382.3 2013 10 31 06 21 05.866  1.3 T  0.012 205  12.8   7
201310048  27.277373   88.810398    23.148    1291.7   1501.2   2550.2 2013 10 31 08 58 38.739  3.9 T  0.234 160  21.0  20
201310049  26.948898   91.860211    28.266   11624.6   2807.8  12576.0 2013 10 31 09 46 23.598  2.0 T  0.020 287  31.5   7
201310050  27.286793   91.274665    14.379     596.0    606.4   1774.2 2013 10 31 17 04 51.738  1.5 T  0.074 129  12.6  15
201310051  27.289660   91.278141    12.953     732.1    689.1   2383.5 2013 10 31 19 56 23.300  0.9 T  0.032 128  13.1  10
201311001  27.283517   91.276024    13.871     654.4    651.8   1797.9 2013 11 01 17 04 16.574  1.2 T  0.037 127  12.4  13
201311002  25.785718   90.782214    44.516    3684.3   3081.7  15591.0 2013 11 01 17 25 42.983  2.9 T  0.344 231 110.4   9
201311003  27.281878   91.276013    14.965     399.9    412.2    882.0 2013 11 01 20 57 28.145  2.6 T  0.120  54  12.3  32
201311004  27.133819   89.653741    28.314     817.7    456.5    944.5 2013 11 01 21 15 30.276  2.2 T  0.094  88  10.8  29
201311005  27.282697   91.276019    13.754     808.7    696.3   2318.7 2013 11 01 22 08 26.713  1.0 T  0.036 127  12.3  11
201311006  27.285974   91.273276    13.871     546.5    611.5   1687.0 2013 11 02 16 34 27.065  1.7 T  0.068  81  12.5  15
201311007  27.083237   89.151445    32.953    7602.5   1142.9  11973.9 2013 11 02 21 05 19.567  1.3 T  0.061 297  38.5  14
201311008  27.607896   89.947185    21.449     622.3   1243.5   1687.9 2013 11 04 09 50 25.822  2.0 T  0.067 189  15.5  12
201311009  27.310139   91.525815    11.820    2181.8    760.6   1653.4 2013 11 04 15 26 04.583  1.2 T  0.031 171   3.8   8
201311010  25.509668   90.981692    25.023    2054.6   1863.4   4139.5 2013 11 05 02 20 41.725  3.5 T  0.291 231  87.8  11
201311011  27.626327   89.931143    18.539     725.4   1287.8   1831.0 2013 11 05 22 24 11.998  1.6 T  0.058 171  13.7  11
201311012  26.494275   93.509126    24.008    2340.7   1699.3   2120.7 2013 11 06 04 16 15.822  6.0 T  0.190 271 193.1  34
201311013  25.709538   91.244331    27.523    3477.1   1339.5   6649.1 2013 11 06 18 24 01.586  2.8 T  0.110 236  63.4  11
201311014  27.677933   90.406779    23.344     634.0   2078.5   1349.4 2013 11 07 03 35 35.656  2.9 T  0.099 201  29.1  13
201311015  25.810292   90.703110    19.906    1517.8   7537.1   9147.9 2013 11 08 16 48 20.708  3.1 T  0.076 282 139.7   8
201311016  26.589704   92.425454    49.691    1823.1   1152.4   1319.8 2013 11 10 17 29 28.805  4.0 T  0.213 245  95.0  20
201311017  27.195869   91.542029     3.949    1451.9    741.5   3139.7 2013 11 11 15 28 32.280  0.9 T  0.092 152   5.7   7
201311018  27.232116   90.341861    23.510     302.5    457.6    752.9 2013 11 11 17 06 06.421  3.9 T  0.216  80  28.9  46
201311019  27.274096   91.392771    -2.008    1898.6   1631.1   3019.2 2013 11 11 18 49 51.007  0.6 T  0.177 268  11.6   5
201311020  27.269182   91.359556    28.695    1173.1   1545.7   2010.7 2013 11 12 05 05 00.525  1.3 T  0.042 181  14.9   8
201311021  25.829952   90.866955    47.094    3336.5   3916.7  20397.5 2013 11 12 23 35 41.991  2.4 T  0.163 223 103.4   7
201311022  27.375260   91.701451    -1.832    1106.4    452.9   2750.3 2013 11 14 23 22 28.556  2.6 T  0.115 235  12.5  20
201311023  26.921866   92.867246    38.617    1548.4   2551.6   2622.6 2013 11 15 19 10 57.406  3.1 T  0.143 324 129.9  18
201311024  27.217371   89.984714    23.119     395.1    514.9    854.3 2013 11 16 10 02 46.590  2.7 T  0.107  92  12.9  31
201311026  26.241160   90.525771    28.734     751.7   2831.7   5801.2 2013 11 17 01 49 02.751  2.9 T  0.143 248  94.1  17
201311027  26.870260   91.925381    38.266   12977.2   3739.5  15702.9 2013 11 18 07 51 25.730  2.1 T  0.028 300  38.6   8
201311028  26.990674   89.217364    25.102    5348.6   1271.7   9143.3 2013 11 18 19 41 42.422  1.0 T  0.058 300  30.9  12
201311029  27.020163   89.181167    27.836    2579.7    770.0   2805.2 2013 11 18 20 42 33.433  1.7 T  0.074 286  35.2  20
201311030  26.950536   87.981389    24.906    9034.9   3914.4  12006.0 2013 11 18 22 25 55.718  3.4 T  0.200 330 152.5  14
201311031  27.607077   89.991559    20.082     709.9   1257.8   1602.6 2013 11 19 00 56 38.746  2.0 T  0.066 174  16.9  15
201311032  26.367308   92.832464    53.031    5240.6   6348.7  14058.6 2013 11 19 14 01 12.358  3.6 T  0.133 336 143.2  10
201311033  26.395159   90.152700    24.047    2358.0   3962.0  12667.2 2013 11 19 15 07 21.146  2.2 T  0.122 314  67.9   8
201311034  26.398435   93.038856    38.578    4645.8   4103.9   2987.4 2013 11 19 21 20 29.282  2.9 T  0.154 331 159.9  17
201311035  26.748208   93.083770    42.211    3429.9   2704.9   2088.7 2013 11 21 04 23 18.708  3.9 T  0.157 329 154.4  18
201311036  27.238259   90.340471    21.342     413.2    566.4   1310.9 2013 11 21 09 30 40.852  2.7 T  0.153 126  29.1  21
201311037  27.236416   91.400760     9.633    2480.4   1085.8   4460.5 2013 11 22 06 00 36.714  1.7 T  0.055 255  11.7   7
201311038  27.341266   91.515037    13.539    5391.9   2380.0   4143.4 2013 11 23 01 37 44.556  1.3 T  0.017 202   6.5   6
201311039  27.591513   90.339613    35.395     429.8    867.3   1549.2 2013 11 23 08 29 31.983  2.7 T  0.084 137  39.8  19
201311040  27.423999   91.899239    -1.578    3163.3   2597.5   7528.2 2013 11 23 10 09 10.935  1.8 T  0.050 332  32.6   6
201311041  27.611582   89.820289    19.320    3129.9   1399.2   1546.0 2013 11 23 12 32 05.084  1.2 T  0.048 232   3.5   9
201311042  27.661960   91.257885    22.699     684.4   1167.6   1105.9 2013 11 24 16 56 03.482  2.7 T  0.110 172   9.9  22
201311043  27.384680   89.706835    24.984    1425.3    585.4   1278.8 2013 11 25 04 27 48.780  1.8 T  0.100 118   6.5  22
201311044  26.589295   90.191959    27.992    1737.9   3728.5   7906.9 2013 11 25 19 48 13.227  2.4 T  0.117 305  46.8  11
201311045  27.076684   89.129444    26.391    5428.5   1066.5  10862.2 2013 11 26 11 09 39.829  1.7 T  0.064 292  40.7  12
201311046  27.128289   89.370416     5.180    1964.8    621.9   4265.7 2013 11 26 18 17 23.514  0.9 T  0.047 254  17.4  13
201311047  27.283517   91.170953    12.816     905.1   1020.4   2328.2 2013 11 28 01 55 16.750  1.8 T  0.051 199  10.4  12
201311048  27.082418   89.072793    31.898    3698.6    965.7   5615.9 2013 11 28 05 07 05.613  2.4 T  0.081 279  46.2  22
201311049  29.240444   89.445744    95.981    2912.4   2032.3    978.4 2013 11 28 20 58 34.741  2.8 T  0.488 253 151.7  16
201311050  27.144672   89.486237     3.852    4649.7   2133.3   4154.3 2013 11 29 09 38 07.076  1.0 T  0.037 285   7.2   5
201312001  26.099449   90.001709    36.820    1411.3   1823.3   5549.0 2013 12 01 18 05 16.752  2.8 T  0.138 305  94.8  16
201312002  27.170475   91.486547     8.988    1304.5    472.0   2232.5 2013 12 01 19 56 50.062  1.2 T  0.135 107  11.8  11
201312003  27.431371   89.898926    16.508    1096.9    948.5   3671.7 2013 12 02 13 06 18.955  1.3 T  0.032  95  22.2   9
201312004  26.721177   92.531533    34.906    2585.7   1975.5   7287.5 2013 12 03 10 03 57.845  3.3 T  0.093 320 101.0  17
201312005  27.324883   91.205087    10.102    1340.0   1070.8   5757.2 2013 12 03 13 55 19.489  1.4 T  0.093 217  14.5   8
201312006  26.603630   89.579713    26.801     911.0    983.2   1175.5 2013 12 03 14 16 12.482  3.9 T  0.261 267  28.6  40
201312007  26.569226   89.593728    26.527     964.9   1525.3   1479.9 2013 12 04 13 05 06.261  3.3 T  0.167 269  32.5  31
201312008  26.495503   89.520173    29.027    2072.8   2360.9   1753.0 2013 12 04 13 05 18.857  5.4 T  0.133 143  40.9  36
201312009  26.776059   89.552859    28.852    7307.1   1411.0   2102.5 2013 12 06 20 21 12.687  0.9 T  0.159 340   9.6  10
201312010  26.781383   89.915482    27.504     560.0    912.4   1228.4 2013 12 06 20 30 10.444  2.5 T  0.106 195  32.0  29
201312011  26.608135   89.591358    22.172    1955.8   2100.9   2651.4 2013 12 06 22 13 46.030  1.8 T  0.099 299  28.2  13
201312012  27.109859   89.107643    31.059     829.1    694.5   1472.0 2013 12 07 17 49 03.467  3.0 T  0.098 176  42.8  25
201312013  27.155321   89.261050    15.766    6459.6   1889.9   8793.3 2013 12 08 12 52 48.681  1.6 T  0.021 300  28.6   6
201312015  26.987807   91.520791    27.699    1370.8    668.0   1076.3 2013 12 09 13 59 39.854  2.8 T  0.200 143   1.6  25
201312016  27.267953   89.748448    29.223    1811.1    807.7   2394.2 2013 12 09 18 50 09.672  1.0 T  0.098 150  17.9  13
201312017  25.733293   90.858472    35.766    6092.1   3845.4   5328.5 2013 12 10 14 39 10.544  2.9 T  0.062 271 101.7   9
201312018  27.087332   90.030511    28.305    1349.0   1499.1   2034.5 2013 12 10 15 09 03.562  1.6 T  0.092 124   6.4   7
201312019  27.128289   89.373177     6.430    2056.2    484.6   4469.3 2013 12 11 00 01 47.538  1.8 T  0.086 245  17.1  16
201312020  25.744761   91.499641    52.094   32861.7  10610.3  17010.2 2013 12 12 19 12 52.221  2.8 T  0.025 240  41.0   5
201312021  27.485435   91.890324    10.727    2452.0   1153.8   7099.8 2013 12 14 13 12 18.513  2.0 T  0.039 287  33.3   9
201312022  27.064396   89.406935     5.180    3377.6   2387.7   4446.6 2013 12 14 13 18 58.304  0.6 T  0.033 289  13.4   6
201312023  27.389186   91.455279    12.895    1262.8    969.7   2972.7 2013 12 14 21 44 22.055  0.9 T  0.024 155  10.9   9
201312024  26.668752   92.541598    52.406   43916.0  20903.8  16554.5 2013 12 15 13 18 20.515  3.5 T  0.137 323 103.6  12
201312025  26.737150   89.405283    26.645    1083.5   1142.0    938.8 2013 12 16 04 31 35.760  4.3 T  0.223 125  21.3  42
201312026  26.743293   89.393529    24.477    5678.2   1713.4   4336.5 2013 12 16 04 54 18.353  2.0 T  0.093 321  21.8  11
201312027  26.239522   92.057287    58.812   18641.0   5514.4  22587.3 2013 12 16 17 26 48.590  2.7 T  0.025 217  77.2   8
201312028  26.839133   92.930235    51.781    7624.2   6333.5  24450.0 2013 12 16 22 17 19.988  2.9 T  0.008 339 138.0   6
201312029  26.999275   89.131078    32.699    1408.0    824.5   1644.6 2013 12 17 15 47 39.792  2.6 T  0.083 281  39.5  24
201312030  25.576837   90.755838    22.992     929.4   2353.2   5753.8 2013 12 18 18 23 14.680  3.1 T  0.175 292 154.8  19
201312031  26.278021   90.634035    40.180     564.8   1046.9   4373.8 2013 12 18 20 14 36.636  3.1 T  0.116 178  95.8  25
201312032  27.490350   91.895926    -3.961    3005.9   1125.4   7570.0 2013 12 19 05 59 57.383  2.0 T  0.082 283  33.9   9
201312033  26.607316   89.584493    23.070    1297.0   2043.3   2341.7 2013 12 19 07 16 03.478  2.3 T  0.118 300  28.2  13
201312034  27.050676   90.005487    26.537     433.6    566.2    695.9 2013 12 19 12 20 27.908  2.9 T  0.092 129  11.1  30
201312035  27.254437   90.383640    24.945     577.5    923.0   1633.9 2013 12 20 01 03 49.005  2.0 T  0.079 125  27.2  13
201312036  27.364612   89.728424    27.504    2393.4    950.8   1600.9 2013 12 20 07 16 38.862  1.9 T  0.054 187   9.6  18
201312037  27.686943   90.380407    16.430     622.6   1282.0   2942.6 2013 12 20 17 37 36.776  2.2 T  0.084 162  27.4  12
201312038  27.685305   90.385959    17.133     735.7   1851.9   3318.9 2013 12 20 18 01 52.045  1.8 T  0.072 187  27.8   8
201312039  27.141805   89.928797    13.793     345.7    516.3   1120.9 2013 12 21 05 30 00.710  3.0 T  0.138  99  14.2  29
201312040  26.420552   89.775319    25.648    2077.9   2561.1   5782.0 2013 12 22 17 52 22.939  2.1 T  0.112 308  53.0  13
201312041  27.072997   89.905690    26.293    1139.1   1179.2   2645.1 2013 12 23 00 11 17.822  1.2 T  0.055 136  17.7  13
201312042  28.393862   91.783342    -3.766    2127.0   1827.0   5748.7 2013 12 24 19 56 57.640  3.0 T  0.123 315  86.4  16
201312043  26.398845   92.931182    40.824    2478.2    971.1   1176.9 2013 12 29 20 50 17.281  4.0 T  0.169 275 140.7  35
201312044  27.324883   91.354455     9.711     789.2    795.5   5620.8 2013 12 30 22 03 59.093  0.9 T  0.028 107  16.2   9
201401001  28.195630   89.759450     3.656    5349.4   2117.2   5327.8 2014 01 01 14 04 04.042  2.1 T  0.086 346  33.4   9
201401002  27.304405   88.847322    24.281    4198.3   1934.1   9628.9 2014 01 01 14 55 53.813  2.2 T  0.082 304  71.1  11
201401003  27.542775   91.735843     8.461    2467.8    869.3   5180.7 2014 01 01 19 39 11.466  1.6 T  0.082 262  21.8  12
201401004  27.190544   89.466482    26.820    4465.8    744.7   1715.8 2014 01 02 01 05 23.701  1.1 T  0.068 214   8.8  17
201401005  27.394101   91.568801    10.629    1846.4   1081.3   1631.8 2014 01 02 16 32 30.279  1.1 T  0.045 203   3.2   7
201401006  27.097572   89.672303    10.902    1340.9    611.1   3288.9 2014 01 04 04 37 57.394  1.6 T  0.099 131  10.5  14
201401007  27.146720   91.529143     7.816    1658.8    554.4   2702.2 2014 01 05 00 13 58.988  1.2 T  0.191 131   9.6   9
201401008  27.131976   89.727274    25.082    1299.0    726.1   2077.8 2014 01 05 15 16 13.864  1.7 T  0.066 118  17.1  14
201401009  26.933334   89.308978    27.836    4747.0   1157.2   4069.5 2014 01 06 03 09 01.974  1.5 T  0.106 284  21.0  12
201401010  28.366830   91.655944     9.008    1579.9    849.1   3134.0 2014 01 06 09 17 19.498  4.0 T  0.141 201  79.5  22
201401011  28.360277   91.658665    10.648    1345.6   1034.9   5766.1 2014 01 06 09 20 36.312  4.0 T  0.167 201  78.9  23
201401012  27.125013   89.384255     7.523    3155.7   1010.2   5444.9 2014 01 07 20 39 27.534  0.4 T  0.073 250  15.9   7
201401013  27.121736   89.298696    20.492    4489.4    793.1   6200.1 2014 01 08 00 22 18.715  1.7 T  0.079 261  24.2  18
201401014  27.271229   91.340910     8.520     910.8    691.7   5203.6 2014 01 08 00 41 54.514  1.2 T  0.043 132  16.3  12
201401015  25.762782   91.502522    52.016   20315.8   4921.6  15748.3 2014 01 09 05 02 04.119  3.3 T  0.241 227  41.7  10
201401016  26.879680   89.337784    20.199    2198.6    800.3   1939.7 2014 01 09 17 08 48.024  2.2 T  0.090 287  18.9  20
201401017  27.168427   88.896297    33.734    6094.4   1963.3  13781.4 2014 01 09 19 56 44.985  2.1 T  0.092 302  67.3  12
201401018  27.399015   91.168885     4.301     509.0    541.1   3997.7 2014 01 09 22 50 45.163  1.9 T  0.101 117  21.6  16
201401019  27.487073   91.862643    -2.008    2196.7    791.6   6067.5 2014 01 10 21 48 48.536  2.2 T  0.106 270  30.6  16
201401020  27.082418   89.147315    28.383    5043.9    972.8   9214.9 2014 01 11 02 23 40.967  2.1 T  0.066 289  40.8  14
201401021  26.586428   90.439974    33.949     400.8   1050.1   2074.4 2014 01 11 15 23 59.394  3.4 T  0.135 212  56.5  35
201401022  27.063577   89.124085    33.109    6900.6   1374.3  11196.0 2014 01 12 06 02 55.259  2.0 T  0.093 305  41.3  12
201401023  25.614927   91.536025    25.004    1789.0   1216.2   1826.6 2014 01 13 19 36 02.358  3.5 T  0.227 205  32.6  20
201401024  26.946440   89.664456     9.164    2979.9    779.4   4495.4 2014 01 14 00 41 40.140  1.4 T  0.095 224  10.9  13
201401025  25.279489   92.908968     6.156   16090.5  17756.2  11792.4 2014 01 14 15 18 09.659  4.2 T  0.291 333 221.4  14
201401026  26.434477   90.119649    29.984    1708.2   3260.6  11889.5 2014 01 15 21 18 47.139  2.0 T  0.093 311  63.5  11
201401027  26.814559   89.363922    27.797    5265.5   1156.1   3400.9 2014 01 16 07 53 00.429  2.2 T  0.124 304  20.9  15
201401028  27.328979   91.898038    -2.984    4570.0   1816.7   7342.0 2014 01 16 20 01 30.734  1.6 T  0.056 269  32.4   8
201401029  27.289660   91.278141    13.109     848.2    819.6   4462.5 2014 01 16 23 27 15.127  0.9 T  0.041 130  13.1   8
201401030  26.327989   92.261370    57.094   15876.5   5348.8  22323.8 2014 01 17 00 00 19.668  3.2 T  0.060 339  92.6  10
201401031  27.555062   92.427556    22.641    2396.8   1292.2   3408.2 2014 01 17 18 57 40.402  2.5 T  0.208 312  86.6  15
201401032  27.435058   90.454747     6.449     595.3    679.6   4680.1 2014 01 18 12 23 53.239  2.3 T  0.105 105  31.3  13
201401033  27.473967   91.923417    -3.023    2857.8   1217.5   6132.6 2014 01 18 18 42 11.310  2.2 T  0.054 289  36.3   9
201401034  26.746570   89.434775    25.805    7528.3   1337.9   4385.9 2014 01 18 20 05 32.500  1.5 T  0.093 324  18.4  14
201401035  26.663427   89.471987    24.848    1091.6   1388.8   1110.0 2014 01 18 23 19 12.326  2.2 T  0.137 308  24.0  21
201401036  27.208565   89.026970    37.445    3625.0    993.1   5618.7 2014 01 19 02 59 48.290  2.5 T  0.051 286  50.7  17
201401037  26.939478   89.208989    22.699    1486.8    690.5   1103.7 2014 01 19 17 38 58.801  2.6 T  0.126 286  31.0  30
201401038  27.059482   89.150351    25.336    4867.8   1082.6   9631.6 2014 01 19 19 40 28.857  1.3 T  0.057 293  38.7  13
201401039  27.380994   91.457976    12.426    1077.8    428.5   1615.3 2014 01 20 03 38 22.699  2.1 T  0.068 141  11.0  17
201401040  25.251638   91.302635    36.859   11525.2   4695.5  11177.0 2014 01 20 15 07 55.437  3.3 T  0.037 299  65.4   7
201401041  25.702166   92.901092    35.688   22642.8  15820.2   8524.6 2014 01 20 17 05 31.772  3.3 T  0.126 300 105.6   9
201401042  25.250819   93.711284    -3.023    4402.4    982.0   2326.8 2014 01 20 17 19 51.812  3.5 T  0.528 338 282.2  12
201401043  27.204470   89.127876     4.047    4991.7   1597.1  11295.1 2014 01 21 16 01 38.937  1.8 T  0.070 302  42.7   8
201401044  27.090609   89.133414    31.664    5477.7   1043.4  10648.1 2014 01 23 00 12 27.468  1.7 T  0.054 291  40.2  12
201401045  27.218804   90.098353     5.863     530.9    687.9   4061.4 2014 01 23 00 23 47.290  1.8 T  0.134  87  10.1  14
201401046  27.292118   88.956732    29.008    3767.0   1313.7   6304.9 2014 01 23 16 10 38.928  2.3 T  0.119 290  60.3  13
201401047  25.838962   90.464249    25.023    1218.7   2623.8   9344.7 2014 01 23 19 13 35.246  2.9 T  0.165 219 134.1  16
201401048  27.053748   89.891305    16.234     668.2   1321.1   4679.5 2014 01 25 19 18 09.357  0.6 T  0.028 148  19.9   7
201401050  27.022211   91.489380     7.348    1928.5    652.6   1796.9 2014 01 27 22 13 15.461  1.3 T  0.071 121   4.3  10
201401051  26.337000   89.619546    29.633    2524.8   2047.3   2972.3 2014 01 28 08 00 53.017  3.2 T  0.129 284  58.4  18
201401052  27.243583   91.391490    12.182     477.6    433.4   1091.6 2014 01 28 16 54 40.808  3.4 T  0.092  85  12.3  32
201401053  26.423829   90.126544    31.820    1250.9   2835.3   8629.3 2014 01 29 00 01 59.629  2.4 T  0.103 280  64.7  13
201401054  25.510487   90.934045    39.672    2668.3   3059.7   8859.3 2014 01 29 22 25 56.328  2.8 T  0.161 312 154.0  11
201401055  26.832580   92.147975    33.656    5549.1   1358.9  13851.1 2014 01 30 00 50 04.738  3.2 T  0.128 308  61.1  14
201401057  27.335122   90.021859    12.582     610.6    452.5   2467.8 2014 01 31 04 36 09.598  2.5 T  0.082 137  23.2  19
201401058  27.565301   90.198274     6.020     644.9    755.6   1114.8 2014 01 31 15 42 52.644  2.0 T  0.087 181   5.1  18
201401059  27.266724   92.096307    -2.984    2999.6   1404.4   7882.0 2014 01 31 18 00 12.926  2.4 T  0.079 300  49.6   9
201401060  27.100848   89.784079     8.012     543.1    585.2   4657.5 2014 01 31 20 19 31.730  1.0 T  0.102 151  20.0  13
201402001  27.337170   90.019775     9.281     868.8    618.4   5417.3 2014 02 01 15 57 49.693  1.3 T  0.052 138  23.5   9
201402002  27.174571   91.481059    10.043     788.2    815.4   2308.6 2014 02 01 22 02 32.176  1.5 T  0.056  99  11.9  10
201402003  27.370346   89.825236    13.715     843.6    720.8   4034.5 2014 02 02 11 23 06.503  2.1 T  0.104 175  16.6  12
201402004  26.531136   91.660210    29.281    4487.4   2324.8   3773.0 2014 02 02 19 47 19.777  1.6 T  0.092 333  34.2  11
201402005  26.458232   89.657050    29.789    1704.3   1367.5   1827.9 2014 02 02 21 57 16.703  2.7 T  0.153 295  45.6  26
201402006  27.277373   90.057360    27.602     661.9    572.3   1146.1 2014 02 02 23 01 39.567  1.8 T  0.069  79  16.3  19
201402007  27.023849   89.174917    28.012    1856.7    933.6   1400.9 2014 02 02 23 12 24.060  3.0 T  0.066 274  35.9  25
201402008  27.318330   91.561847     4.867    1736.9    815.9   3341.7 2014 02 04 11 13 22.798  2.0 T  0.069 164   6.7   7
