#EVID      lat         lon       depth[km]  erLat[m] erLon[m] erdep[m]   yy mm dd hh mi sec     Mlv T    RMS GAP MDist Nob
201304032  27.374441   91.572762    13.402    1585.3    763.1   1234.6 2013 04 13 18 07 20.045  1.3 T  0.039 181   1.0  12
201304033  27.375260   91.574154    13.363    1553.9    713.7   1174.4 2013 04 13 18 11 53.527  1.2 T  0.044 187   1.1  13
201304034  27.372393   91.565133    13.305    2663.4    818.0   1431.0 2013 04 13 18 20 45.571  1.1 T  0.024 134   1.2  12
201304035  27.191363   89.023053    35.141    7618.9   2338.3  15203.3 2013 04 13 20 15 47.936  1.5 T  0.058 305  52.3  11
201304036  27.072588   91.794094     6.195    3508.3   1350.5   6297.8 2013 04 14 19 53 09.308  1.3 T  0.037 288  24.6   8
201304037  27.601343   89.783610    19.340    1089.7    571.1   1194.3 2013 04 15 01 30 50.391  2.0 T  0.043 118   3.4  15
201304038  26.204299   92.129397    36.195    1843.7   2532.9   1651.2 2013 04 16 01 23 21.504  5.3 T  0.126 301  91.7  35
201304040  25.788995   90.885933    46.547    3350.9   4461.0  10719.1 2013 04 16 15 41 13.127  3.5 T  0.099 227 100.4  10
201304043  27.551785   87.964967    22.953    1831.0   2809.1  12949.6 2013 04 19 06 35 46.971  3.9 T  0.315 323 160.5   8
201304044  27.621003   91.231253     5.707     565.9   1061.7   1477.9 2013 04 19 15 13 07.019  2.4 T  0.088 153   5.6  14
201304046  27.378946   88.653875    19.008    3016.5   1950.0   2249.7 2013 04 20 14 25 59.044  3.5 T  0.300 313  91.1  10
201304047  27.108630   89.116630    26.898    2946.4   1000.7   3923.6 2013 04 20 17 19 48.542  2.6 T  0.073 277  41.9  15
201304048  26.572093   93.053683    41.234    7744.1   1926.9  13967.0 2013 04 21 10 22 10.770  3.6 T  0.175 279 155.6  13
201304049  27.587623   89.996848    19.818     446.9    611.2    984.5 2013 04 21 14 29 52.109  3.0 T  0.084 119  14.7  24
201304050  27.399015   91.431837    13.402     902.1    406.0   2054.6 2013 04 22 04 24 44.266  2.1 T  0.072 134  12.9  16
201304051  27.399015   91.431837    13.910     953.0    486.6   2382.6 2013 04 22 04 47 22.282  2.1 T  0.078  86  12.9  15
201304052  27.066854   89.096448    17.953    7261.9   3691.0  13170.3 2013 04 23 00 49 53.091  1.8 T  0.032 336  44.0   7
201304053  27.443659   92.176392     7.797    6204.1   1940.6  12666.9 2013 04 23 15 13 30.105  2.0 T  0.065 297  59.9   8
201304054  27.232730   91.243887    21.879    1002.1    639.2   1557.4 2013 04 23 21 37 35.948  1.0 T  0.036 125   6.1  11
201304055  27.626737   89.969279    19.301     547.0    757.1   1299.5 2013 04 24 04 48 22.045  2.8 T  0.078 124  17.5  15
201304056  27.263857   91.450053    11.645    1208.6    846.1   1928.6 2013 04 24 23 02 58.511  1.4 T  0.057 138   6.1  10
201304057  25.414647   93.013688    -3.961    2112.9   2598.7   1162.4 2013 04 25 14 54 59.255  3.5 T  0.349 310 117.6   9
201304058  27.927771   88.296918    95.961    3802.5   3281.5   2739.0 2013 04 25 21 48 02.403  3.0 T  0.224 319 140.1  14
201304059  27.057843   89.172446    27.055    2632.6   1491.3   2826.7 2013 04 26 01 00 23.264  2.1 T  0.051 296  36.5   9
201304060  27.681209   92.698956    -3.688    7427.9   6525.9  19633.5 2013 04 27 02 48 00.844  3.8 T  0.126 337 115.5   9
201304061  27.598476   92.684815     2.602    4521.3   2013.1   3513.8 2013 04 27 03 17 04.633  4.5 T  0.225 284 112.1  24
201304062  27.623050   92.715815     3.227    4083.8   2215.3   2500.7 2013 04 27 05 16 48.111  4.9 T  0.243 234 115.7  29
201304063  25.598954   90.765422    24.984    3309.1   4789.3  21451.2 2013 04 27 13 04 14.082  3.0 T  0.081 291 152.2   8
201304064  27.357649   91.448782    12.445    3329.2   1527.6   5268.7 2013 04 28 00 24 49.550  1.1 T  0.019 220  10.7   7
201304065  27.704145   92.271973    13.344   28398.2  13374.5  10312.8 2013 04 28 15 37 58.230  2.6 T  0.109 311  77.8   7
201304066  26.317340   90.181720    27.523    1986.9   3017.9   6210.6 2013 04 28 22 12 05.021  2.4 T  0.075 316  76.7  12
201304067  26.780155   92.609662    48.344    8186.4   4217.0  27852.7 2013 04 28 22 47 33.907  2.4 T  0.043 336 107.3   8
201304068  26.713804   89.509360    24.867    1462.8   1676.0   1343.7 2013 04 29 15 42 23.117  1.6 T  0.142 301  17.4  13
201304069  27.234778   92.041954    14.320    2781.8    882.0   7684.9 2013 04 30 15 36 25.143  3.0 T  0.149 278  43.9  17
201305001  27.140372   89.913271    31.107     451.1    608.1   1072.4 2013 05 02 01 18 58.862  2.5 T  0.078 101  15.8  26
201305002  26.223139   92.325524    59.281   12914.4   5069.5  22019.1 2013 05 02 19 12 36.843  2.9 T  0.055 246  86.2   9
201305003  27.070950   92.202521    20.102    2582.1   1328.0   6534.3 2013 05 02 20 15 23.404  3.0 T  0.105 295  61.8  16
201305004  25.698889   90.964729    49.594   35805.5   8746.3  25561.3 2013 05 03 13 32 13.008  3.4 T  0.056 280  90.6   6
201305005  27.115593   90.619149    17.543     362.3    820.5   1203.1 2013 05 04 16 27 08.029  3.3 T  0.188 146  11.9  26
201305006  27.096343   89.145766    30.922    6153.3   1093.2  10737.7 2013 05 04 19 17 25.205  1.7 T  0.058 292  39.0  15
201305007  27.296623   89.804944    20.238    1877.5   1015.4   3069.1 2013 05 05 15 47 10.166  1.6 T  0.028 163  20.1  13
201305008  27.103715   89.067000    25.727    2822.0   1146.5   3247.0 2013 05 06 05 40 47.860  3.1 T  0.098 287  46.8  15
201305009  27.899101   91.933140    -1.578    2494.9   1697.7   6851.3 2013 05 06 11 04 00.143  3.0 T  0.017 312  53.5   8
201305010  27.899101   91.927579    -3.141    3250.0   1858.4   8316.5 2013 05 06 20 22 09.549  2.4 T  0.051 324  53.0   8
201305011  26.974291   91.528251     0.023    2900.0    722.1   3168.8 2013 05 07 13 34 44.432  0.9 T  0.211 168   3.0   6
201305012  27.237235   92.035078    -0.484    3118.3   1873.7   7063.9 2013 05 08 00 47 39.624  3.4 T  0.070 301  43.2   9
201305013  27.498131   91.320473    14.223     733.7   1031.0   2485.7 2013 05 08 20 18 39.440  1.7 T  0.054 116  17.9  13
201305014  27.096343   89.129204    31.078    9451.5   1323.7  14325.3 2013 05 09 04 03 45.187  2.1 T  0.059 299  42.8  11
201305015  27.036546   89.192010    35.570    1590.5    795.9   1522.8 2013 05 11 11 34 42.227  2.4 T  0.099 283  34.8  20
201305016  26.175629   90.240980    36.547    1256.6   2104.7   6468.8 2013 05 11 14 05 50.917  2.8 T  0.124 266  93.0  11
201305017  27.291708   91.505596    11.801    1087.3    452.2   1166.6 2013 05 12 01 13 30.237  2.4 T  0.056 136   1.5  17
201305018  25.995418   90.831928    19.672    1816.3   6721.7  13068.7 2013 05 12 18 20 50.601  2.9 T  0.063 271 111.4  10
201305019  27.613221   89.903478     9.242    3726.4   1348.3   5714.3 2013 05 12 23 03 25.270  1.0 T  0.036 275  11.2   7
201305020  27.538269   89.883793    28.090    1402.1   1096.9   2224.0 2013 05 14 14 39 32.211  1.9 T  0.036 184  13.7  12
201305021  27.163103   90.581912    27.309    1172.6   1795.0   1530.7 2013 05 15 18 30 45.932  1.8 T  0.153 198   9.5   9
201305022  26.852649   89.336684    30.238    1403.8   1234.2    851.2 2013 05 18 15 24 39.619  2.9 T  0.080 292  20.0  21
201305023  26.531955   89.499948    26.195    1948.8   2510.7   1792.5 2013 05 18 21 46 35.335  2.4 T  0.092 306  37.2  17
201305024  27.332255   90.028095    22.016     970.4    953.0   3569.9 2013 05 18 23 33 47.256  1.6 T  0.070 141  22.8   9
201305025  26.786708   92.103264    24.281   15518.9   6527.1  21828.6 2013 05 19 16 05 20.320  1.7 T  0.025 334  57.9   5
201305026  27.577998   89.738711    18.578    6848.4   6249.4   4680.2 2013 05 19 23 06 40.346  0.4 T  0.021 176   7.9   6
201305027  26.019992   89.981537    38.969    3415.8   2629.9   6578.6 2013 05 21 00 27 56.531  2.9 T  0.043 329 101.9   7
201305028  25.903674   93.115535    17.172    6499.4   9745.3  19280.6 2013 05 21 18 50 49.958  3.7 T  0.132 297 131.0  11
201305029  26.957908   89.256336    36.586    8826.7   1146.3   8283.4 2013 05 23 01 30 05.381  1.8 T  0.058 289  26.5  12
201305030  27.465775   89.926435    14.320    1237.3    930.1   5365.1 2013 05 23 14 18 01.973  1.6 T  0.130 195  22.6   9
201305031  27.106582   91.492885     4.691    1865.6    548.3   2732.2 2013 05 24 21 07 29.256  0.9 T  0.128 199   5.7  11
201305032  26.861250   89.284946    25.258    2649.8   1128.7   2188.1 2013 05 25 05 21 17.687  2.9 T  0.074 296  24.5  17
201305033  26.383691   92.498130    -1.812   29579.8  11144.6  28946.7 2013 05 26 05 55 22.271  3.1 T  0.052 347 110.0   6
201305034  26.585199   91.899830    53.734   15223.2   3684.8  13045.3 2013 05 26 06 22 53.997  3.6 T  0.093 322  46.6   9
201305035  25.970025   90.466943    44.398     743.0   2323.9   7253.1 2013 05 26 09 31 02.973  3.5 T  0.104 270 120.2  20
201305036  27.166789   88.992995    35.219    8829.3   1804.5  16156.0 2013 05 26 21 46 45.542  1.8 T  0.131 299  55.3  11
201305037  26.944392   89.665161    20.668    1107.2    680.5   1294.1 2013 05 27 03 52 51.821  2.9 T  0.098 140  11.0  24
201305038  27.153273   92.499977    18.520    1485.4    962.2   1655.2 2013 05 28 15 03 13.115  3.9 T  0.267 268  89.4  22
201305039  27.428914   92.799119    21.156    7457.2   6208.0  19922.7 2013 05 31 04 52 31.691  3.8 T  0.181 334 120.7   9
201306002  27.288431   91.508332    11.605    1147.7    533.2   1268.6 2013 06 02 06 27 17.430  1.7 T  0.061 139   1.1  13
201306003  27.254028   88.975920    31.371    1942.2    827.6   2674.2 2013 06 02 19 19 15.744  3.0 T  0.137 283  57.6  24
201306004  27.292937   91.914176     9.984    1839.2    869.3   4582.5 2013 06 02 19 23 53.444  3.5 T  0.115 275  32.5  18
201306005  27.295394   91.940478    -2.320    3439.6   1110.9   7634.0 2013 06 03 00 45 35.155  2.2 T  0.077 279  35.1  12
201306006  26.191193   89.987624    39.633    2217.3   3151.1   5846.1 2013 06 03 01 20 18.239  4.0 T  0.194 220  85.1  26
201306007  25.263106   90.729358    32.875    4358.4  28822.1  21445.8 2013 06 03 19 16 06.476  3.3 T  0.149 318 187.3   6
201306008  27.430552   89.900315     6.703    1749.0   9091.8  17496.3 2013 06 06 07 31 04.530  1.6 T  0.019 149  22.3   6
201306009  28.015828   90.255477    76.644     551.2   1150.4   1276.9 2013 06 06 19 01 02.782  4.5 T  0.168 138  53.1  37
201306010  27.608715   89.944407    25.395     713.0    835.2   1490.6 2013 06 07 10 57 48.628  2.3 T  0.055 152  15.2  14
201306011  27.966270   92.042542    -3.844    8729.8   4040.1  12452.1 2013 06 10 15 53 21.349  2.6 T  0.086 348  76.5   7
201306012  25.827904   90.115476    26.840     958.2   1355.2   2269.1 2013 06 10 20 42 25.337  3.5 T  0.139 234 126.9  30
201306013  25.438402   90.596350    37.016    2200.4   3283.9  10254.9 2013 06 11 18 40 37.674  2.8 T  0.412 314 176.1   9
201306014  26.906302   92.587212    31.078    3129.7   2783.5  10459.6 2013 06 12 19 39 55.711  2.8 T  0.159 328 103.6  12
201306015  27.302766   91.925363    -2.984    2402.1   1458.3   6569.1 2013 06 12 22 21 49.132  1.6 T  0.185 300  33.9  10
201306016  26.856335   92.339760    52.289    3633.9   1667.1   6757.4 2013 06 12 22 35 41.421  2.9 T  0.101 316  79.5  16
201306017  27.981015   89.652403    11.703    1230.3   1789.2   2832.6 2013 06 13 20 20 51.335  2.0 T  0.126 279  20.4  15
201306018  27.181943   88.971381    23.832     776.1   1103.5   1947.5 2013 06 14 09 06 13.632  4.1 T  0.071 171  39.4  18
201306019  27.030812   92.435029    73.109    9664.1   3271.6  17057.5 2013 06 14 10 24 35.339  3.7 T  0.118 318  85.3  11
201306020  27.637385   89.765344    25.707     949.3    907.1    911.8 2013 06 14 22 23 16.191  2.6 T  0.048 100   2.7  21
201306021  27.718890   91.858589    10.609    2641.7   1967.1   7450.4 2013 06 15 16 44 16.397  2.6 T  0.073 305  39.4   8
201306022  27.464956   92.506295    24.125    3723.7   1806.7  11211.0 2013 06 15 20 26 57.314  2.8 T  0.165 316  92.4  15
201306023  27.538679   92.405097    -3.922   12682.4   4679.4   6529.5 2013 06 16 00 39 22.155  4.1 T  0.091 317  83.9  14
201306024  27.188087   92.421175     8.109    2849.9   1809.8   9364.6 2013 06 18 05 57 54.143  3.2 T  0.152 313  81.4  13
201306025  27.172523   92.414001    15.727    2010.6   1577.0   4018.0 2013 06 18 06 08 51.494  3.2 T  0.234 309  80.8  18
201306026  25.647283   91.361160    23.070    3937.0   1048.8   5766.0 2013 06 19 19 45 23.533  3.8 T  0.282 206  50.5  23
201306027  25.773431   90.619815    40.414    2268.2   3991.2   5674.8 2013 06 20 02 11 06.343  3.5 T  0.174 218 126.0  11
201306029  27.149587   91.612711     9.008    2323.5    540.6   1512.5 2013 06 21 07 00 08.528  1.7 T  0.065 204   6.7  13
201306030  26.278021   91.190387    25.023    1970.6    853.3   4491.9 2013 06 21 20 09 31.944  2.5 T  0.248 167  65.8  14
201306031  27.187268   88.999625    32.445    2716.0   1095.5   3673.0 2013 06 23 05 02 08.721  2.7 T  0.115 302  53.7  16
201306032  25.661209   90.711034    22.641    1008.9   2703.3  11701.4 2013 06 24 08 27 57.076  3.6 T  0.086 288 148.9  13
201306034  27.433829   89.900297     9.672    2387.3  11148.6  21015.4 2013 06 27 07 52 17.522  1.7 T  0.022 150  22.3   5
201306035  26.713804   92.574043    51.820    2953.9   2580.7   2214.7 2013 06 27 13 03 41.470  3.3 T  0.156 323 105.3  14
201306036  26.821931   89.329427    21.352    2754.9   1588.8   2484.2 2013 06 27 20 52 13.252  2.3 T  0.081 308  22.2  13
201306037  27.196688   89.251611    38.051    2296.6    767.7   1611.7 2013 06 27 23 24 07.628  4.2 T  0.403 118  29.9  35
201306038  26.735921   90.036098    23.266     853.5   1909.4   2923.8 2013 06 28 01 49 02.635  2.4 T  0.064 277  31.0  11
201306039  25.777527   90.713970    35.844    2404.4   5339.2  10483.2 2013 06 29 17 15 22.435  2.7 T  0.045 303 142.2   8
201306040  27.603391   91.392666    17.055    1216.4   2668.8   2349.4 2013 06 30 12 40 59.039  1.4 T  0.027 202  10.8   6
201307001  26.524583   92.330293    52.719   22828.3   7658.0  26958.5 2013 07 02 12 59 12.865  3.0 T  0.030 338  90.6   5
201307003  27.447754   89.541618    36.977    6303.2   2726.0   2260.5 2013 07 03 01 49 38.191  1.8 T  0.037 241  10.9  11
201307004  27.048014   89.167044    31.586    2766.3   1196.4   2645.4 2013 07 03 10 44 19.957  2.6 T  0.087 297  37.2  14
201307005  25.331914   93.703916     0.219   11590.1   5753.7  16457.6 2013 07 04 23 42 04.534  4.3 T  0.271 342 276.1  11
201307006  27.433829   89.905835     6.703    2203.9   3435.8  12398.7 2013 07 06 07 31 22.028  1.7 T  0.013 183  22.9   5
201307007  27.018525   91.754852     2.992    3161.6   1062.8   5332.8 2013 07 06 13 41 12.672  1.9 T  0.050 269  23.2   7
201307008  27.701688   89.933526    19.711    1362.2   1945.9   2252.0 2013 07 06 14 10 01.412  1.6 T  0.044 215  16.1   7
201307009  26.137948   93.298689    28.656   17450.0   3684.1   6340.9 2013 07 06 21 41 52.584  4.4 T  0.163 300 156.7  14
201307011  26.731825   91.275664    35.180     793.7   1080.5   1491.6 2013 07 07 19 31 38.189  2.6 T  0.164 207  23.6  24
201307012  27.892548   91.966419    -3.922    2708.2   2794.7  11278.1 2013 07 10 06 28 43.155  2.7 T  0.158 325  58.5   7
201307013  27.021801   89.194941    22.680    2197.3    833.5   2216.4 2013 07 12 03 16 43.241  2.3 T  0.101 293  34.0  17
201307014  28.193991   91.998417    -3.766    2792.5   2562.7   9278.0 2013 07 12 04 13 27.074  3.6 T  0.077 318  84.9   8
201307015  26.352563   90.734219    36.391     461.5   1496.5   3552.3 2013 07 12 07 01 29.781  4.2 T  0.095 239  90.9  32
201307016  27.243788   88.961549    30.453    9150.1   2479.9  18344.9 2013 07 12 09 31 41.643  2.7 T  0.085 307  65.1   9
201307017  26.274745   91.960469    46.273    2630.8   1576.1   1564.0 2013 07 12 09 43 14.198  4.1 T  0.128 305  74.7  23
201307018  26.758857   92.298273    33.578    7767.6   3210.1  19101.2 2013 07 12 19 06 01.109  3.3 T  0.071 327  77.5  11
201307019  27.367479   89.188122    40.414    5704.9   1039.8   7131.6 2013 07 13 07 55 15.495  2.7 T  0.059 273  36.6  15
201307020  26.785070   92.061949    39.672    6926.8   1514.9  12470.2 2013 07 14 09 25 21.415  2.9 T  0.078 309  54.1  14
201307021  27.678342   89.824730    23.520    1284.7   1379.9   1253.7 2013 07 14 17 18 24.838  2.5 T  0.056 171   6.2  14
201307022  27.385500   91.457323    12.914    2354.8    989.3   4464.1 2013 07 15 09 10 31.234  2.2 T  0.072 154  10.9  10
201307023  27.338399   91.429944    12.621    1069.6    790.4   2005.6 2013 07 15 23 20 13.964  1.9 T  0.041 153  10.4  12
201307024  25.775069   90.311448    20.961    1175.6   2313.8   7415.2 2013 07 17 14 00 35.621  3.7 T  0.211 284 138.1  16
201307025  27.525573   92.399327    -3.922    4630.8   2239.9  11340.5 2013 07 17 17 06 08.308  3.7 T  0.134 317  83.0  11
201307027  27.383861   91.781111    -3.961    2016.5   1176.2   4822.2 2013 07 22 21 10 53.499  1.5 T  0.083 283  22.3   9
201307028  26.345191   89.874512    31.664    1613.5   3135.3   5511.4 2013 07 23 15 54 01.731  2.9 T  0.089 313  64.8  10
201307029  26.524583   92.253391    52.719   40735.4  22494.2  13407.0 2013 07 23 20 35 40.480  3.2 T  0.103 314  81.2  11
201307030  27.589056   91.359970    15.629     965.0   1976.1   1949.2 2013 07 24 19 33 32.993  2.0 T  0.054 186  13.5  13
201307031  26.237884   93.046298    35.609    4339.5   5357.1   3189.7 2013 07 28 22 20 55.241  3.6 T  0.131 335 166.8  13
201307032  25.582571   88.547624    25.609    7364.2   5086.1   5909.8 2013 07 29 00 18 17.884  3.3 T  0.116 343 175.6   9
201307033  26.255086   93.059005    37.602    3317.1   1900.5   4584.6 2013 07 29 01 17 54.057  3.4 T  0.201 284 141.5  16
201307034  25.581752   90.736777    20.961     996.0   2226.1   5612.2 2013 07 29 04 36 51.594  3.5 T  0.107 291 155.2  16
201307035  27.300309   91.926714    -3.961    1559.5    677.7   4778.4 2013 07 29 19 53 53.555  2.8 T  0.138 272  33.9  18
201307036  27.383861   91.460077    12.680    2397.3    956.2   4383.1 2013 07 30 01 58 23.025  1.9 T  0.034 153  10.7  10
201307037  25.770973   92.427666    47.719   29517.8  14767.3  22835.6 2013 07 30 22 09 50.985  3.1 T  0.024 281  61.3   6
201307038  27.382223   91.462830    12.680    4480.1   1149.2   5258.0 2013 07 31 00 13 17.069  1.9 T  0.019 210  10.5   7
201308001  27.382633   91.586679    13.949    2093.1    734.3   1246.2 2013 08 02 07 51 07.024  1.9 T  0.046 200   2.2  11
201308003  26.407446   89.627241    30.023    1541.9   3017.6   3751.6 2013 08 06 11 45 45.117  3.3 T  0.136 300  50.7  11
201308004  27.351915   92.235870    -3.922    4646.8   2556.9  11498.9 2013 08 07 13 20 37.693  2.7 T  0.100 316  64.8   8
201308005  26.146140   89.950865    29.047    2168.4   2634.9   6701.7 2013 08 07 17 12 56.840  3.0 T  0.118 323  87.9  12
201308006  26.837495   89.716212    20.766    7700.9   1452.1   8206.0 2013 08 08 04 38 52.221  1.6 T  0.080 300  14.9   8
201308007  26.987807   89.066411    21.332    1992.4    942.0   1802.7 2013 08 08 17 18 26.753  2.7 T  0.074 299  45.5  16
201308008  26.982482   89.087851    23.617    2459.8    903.6   3626.6 2013 08 08 17 26 47.229  2.6 T  0.085 298  43.3  18
201308009  27.630423   92.634138    -3.922    4301.1   3109.5   7165.4 2013 08 08 20 10 23.924  3.6 T  0.145 325 108.1  10
201308010  26.136310   89.989234    24.047    2703.3   4324.5  13673.6 2013 08 08 21 10 18.947  2.5 T  0.145 268  90.6  10
201308011  25.792271   90.782229    34.047    1420.1   3164.8   6930.7 2013 08 09 11 08 32.779  3.3 T  0.101 284 132.8  10
201308012  25.761144   90.730312    17.875   45507.4  18668.7  20708.5 2013 08 09 20 24 20.480  2.7 T  0.037 287 114.9   5
201308013  26.653188   91.360367    25.883    3803.6   1427.1   3240.8 2013 08 10 10 17 05.953  3.0 T  0.105 305  21.6  14
201308014  26.618784   92.396395    52.758    2667.6   2044.3   1749.4 2013 08 10 13 07 03.087  3.9 T  0.119 321  91.4  17
201308015  26.609773   89.330232    30.219   12361.4   7026.0   8566.2 2013 08 11 01 09 29.047  2.2 T  0.054 340  36.7   7
201308016  26.434477   89.636641    28.422    2904.2   3984.1   5970.2 2013 08 11 13 01 10.950  2.9 T  0.103 311  47.9  10
201308017  27.292527   91.439238    12.270     978.6    602.6   1716.8 2013 08 11 15 10 52.956  1.9 T  0.067  80   7.2  15
201308019  26.305872   92.473486    27.992    3439.3   1468.8   5504.3 2013 08 14 18 56 24.773  3.2 T  0.121 257 102.1  12
201308020  27.372393   91.271804    11.273     910.1    950.2   5748.7 2013 08 16 02 16 56.118  2.6 T  0.035 140  21.0   9
201308021  26.538508   89.678436    28.930    2379.9   2297.1   3784.9 2013 08 16 03 32 13.697  2.6 T  0.098 300  37.4  11
201308022  26.861250   89.196798    21.117    2920.6   1712.0   3724.9 2013 08 18 06 56 50.221  2.8 T  0.065 306  32.9  12
201308023  27.593152   89.890417    37.152     752.5    814.7   1152.4 2013 08 18 09 57 26.934  2.4 T  0.101 144  10.6  25
201308024  26.332904   89.703207    30.297    2939.7   3328.0   8104.6 2013 08 20 15 09 40.661  2.9 T  0.106 318  60.1   8
201308025  28.071120   91.988344    11.469    4759.1   3118.1  11506.1 2013 08 21 02 11 37.255  2.8 T  0.076 330  73.6   7
201308026  26.684315   92.548753    51.508   31265.9  12181.1  10115.4 2013 08 21 06 57 19.539  4.8 T  0.135 231 103.7  26
201308027  26.708070   92.542303    50.844   56431.8  18132.9  18168.3 2013 08 21 08 41 50.058  4.6 T  0.122 334 102.4  14
201308028  26.235426   92.905152    39.633    3442.9   1264.2   2078.4 2013 08 21 13 09 25.006  3.5 T  0.182 278 127.6  15
201308029  26.710528   90.535505    18.227     452.4   1902.0   4987.9 2013 08 22 13 45 15.196  3.2 T  0.162 146  52.9  19
201308030  27.023439   88.952164    36.664    2980.0   1720.8   4374.5 2013 08 23 21 33 03.559  2.7 T  0.089 310  57.3  14
201308031  27.159826   91.480929     8.520    1380.0    719.1   3405.8 2013 08 26 05 57 09.136  1.7 T  0.036 111   8.1  10
201308032  26.931696   89.237330    20.570    2354.1    963.2   2654.5 2013 08 27 06 34 28.004  2.6 T  0.123 294  28.1  16
201308033  27.371165   89.620456    34.027    1478.0    966.3   1334.7 2013 08 27 18 33 30.939  2.6 T  0.052 171   8.9  18
201308034  27.281469   88.078998    19.125    2962.2   4085.4   7684.5 2013 08 28 09 54 54.120  3.5 T  0.106 336 144.0  12
201308035  26.485264   91.275367    25.219   17442.1   3971.2  12657.9 2013 08 28 17 17 21.740  1.9 T  0.020 348  41.6   6
201308036  27.622641   89.984553    18.285     722.7   1246.2   1988.4 2013 08 30 16 38 52.516  2.2 T  0.037 183  17.3  10
201308037  27.660731   91.168398    22.133    1675.7   2913.8   1784.8 2013 08 31 00 38 34.836  2.5 T  0.028 297   7.0   8
201308038  28.618306   95.036211    95.375   64286.8  35464.5  28305.4 2013 08 31 21 06 30.286  4.1 T  0.081 352 364.0   8
201309002  26.740017   90.543769    29.008     565.8   3105.2   6714.6 2013 09 03 15 43 05.005  2.5 T  0.289 192  51.6  11
201309003  26.948079   89.173741    26.820    2960.6   1120.8   3133.4 2013 09 06 17 48 54.299  2.0 T  0.078 298  37.7  13
201309004  26.635576   90.086679    28.793     923.7   1471.0   2031.0 2013 09 06 20 22 19.109  2.8 T  0.059 254  41.2  14
201309005  26.427105   92.415184    48.383    3148.4   1416.7   1449.6 2013 09 07 20 59 18.157  2.9 T  0.185 247 100.4  13
201309006  26.109279   90.620158    24.945     991.9   1525.4   5928.2 2013 09 08 02 06 11.675  3.1 T  0.253 192 116.4  16
201309007  27.750017   92.739219    23.031    7083.9   6297.0  23351.1 2013 09 08 02 45 59.119  3.5 T  0.120 336 121.3   8
201309008  27.140577   89.733428    30.844     762.7    831.3   2159.2 2013 09 08 08 36 07.621  1.3 T  0.043 101  23.1   9
201309009  25.604688   92.050285    24.086    5722.2   2320.8   3558.3 2013 09 08 13 40 56.343  4.1 T  0.272 272  19.9  13
201309010  25.251638   93.438241    38.422    9001.9   6274.5  13989.6 2013 09 09 03 29 16.115  4.6 T  0.297 307 163.2  21
201309011  27.301947   92.529613    15.570    4479.2   1689.0   1864.8 2013 09 09 11 58 15.337  5.2 T  0.223 226  92.5  31
201309012  27.304405   92.320858    11.469   23890.1   5531.3   5591.0 2013 09 09 12 22 26.113  3.3 T  0.155 321  72.0  10
201309013  27.315873   92.633587    -3.922    4302.8   2194.0   7398.0 2013 09 09 12 25 33.494  3.5 T  0.221 321 102.8  12
201309014  27.299490   92.389914    -3.922    5582.0   2197.0  12554.1 2013 09 09 12 51 42.069  3.6 T  0.154 312  78.7   9
201309015  27.000913   89.240002    33.051    1355.7    807.5   1064.5 2013 09 09 21 25 29.025  3.1 T  0.133 277  31.3  21
201309016  27.264676   90.671835    23.715     792.1    954.8   1210.3 2013 09 11 15 30 57.797  2.1 T  0.071  91   5.4  10
201309017  27.324064   92.453951    23.969    6799.6   2774.7  17701.4 2013 09 12 09 21 16.408  3.7 T  0.128 321  85.3  12
201309018  27.385500   91.457323    11.430    3589.9   1033.8   5391.7 2013 09 16 07 51 52.895  1.8 T  0.057 213  10.9   8
201309019  27.275325   91.506830    11.684    1492.9    523.9   1347.7 2013 09 16 11 16 31.431  1.9 T  0.096 141   0.5  13
201309020  27.229863   91.574821    11.664    1431.3    518.7   1295.9 2013 09 16 12 21 36.529  2.3 T  0.080 136   3.4  15
201309021  27.227405   91.576179    10.922    3747.9    661.7   1974.0 2013 09 16 13 40 02.437  1.5 T  0.039 135   3.1   9
201309022  27.092247   92.583766    54.320    2376.7   1925.1   5412.1 2013 09 16 16 25 20.624  3.2 T  0.165 321  98.4  17
201309023  26.663018   90.337502    31.039     970.0   2119.0   3538.8 2013 09 17 00 20 36.439  2.7 T  0.075 258  43.9  11
201309024  27.604620   89.929176    11.684     774.2   1104.2   2389.3 2013 09 17 18 53 28.391  1.8 T  0.033 159  13.8  10
201309025  27.649263   91.442976    17.758    1264.4   1718.2   2551.2 2013 09 18 18 32 17.636  2.0 T  0.110 252  10.3   9
201309026  26.866164   89.466708    31.430    3009.8   1276.1   1438.4 2013 09 19 21 06 51.609  1.4 T  0.131 283  10.0  10
201309027  27.010743   91.636848     5.238    1406.4    600.0   2914.4 2013 09 20 13 47 56.489  2.8 T  0.192 219  11.0  18
201309028  27.659912   88.300953    40.922    3227.0   2708.4   7208.9 2013 09 20 22 32 34.430  3.2 T  0.139 328 132.9  11
201309029  27.454717   90.332889    30.434     566.4    851.4   1357.4 2013 09 21 12 52 42.545  2.3 T  0.065 119  21.7  16
201309030  27.081598   89.336387    23.969    5653.5   1148.5   6178.1 2013 09 21 22 24 01.423  1.7 T  0.075 263  20.2  10
201309031  26.207575   89.943728    38.617    1396.6   1727.9   4231.1 2013 09 22 00 04 17.397  3.5 T  0.195 269  81.5  19
201309032  27.571854   90.336870    36.254     439.5    881.2   1289.9 2013 09 23 22 18 47.800  2.5 T  0.090 156  19.5  21
